pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
94494,94494,62.1,64.7,28.1,70.0,51.0,45.5,54.9,50.3,Emotion-focused,Conceptual,Linear,Visual,45.2,53.7,60.2,59.1,60.3,2025-06-30
94495,94495,54.6,44.8,61.3,52.1,80.2,60.6,44.7,63.3,Problem-focused,Directive,Critical,Kinesthetic,62.5,72.1,49.7,64.5,59.3,2025-06-30
94496,94496,34.1,36.1,54.3,38.6,79.8,56.5,28.3,73.6,Spiritual,Behavioral,Lateral,Multimodal,22.9,53.1,74.9,69.9,44.3,2025-06-30
94497,94497,60.8,58.7,46.0,56.3,62.3,79.8,27.7,15.0,Spiritual,Conceptual,Linear,Visual,41.1,55.0,62.3,44.6,53.7,2025-06-30
94498,94498,61.2,80.7,52.8,65.1,40.0,57.1,33.8,44.3,Mixed,Analytical,Systems,Visual,80.5,62.6,32.6,54.1,58.4,2025-06-30
94499,94499,83.6,71.3,43.5,74.9,38.3,52.9,46.4,46.1,Problem-focused,Conceptual,Lateral,Reading/Writing,42.1,26.6,56.5,73.2,57.4,2025-06-30
94500,94500,28.2,34.8,67.2,36.2,74.2,61.8,29.7,50.6,Emotion-focused,Intuitive,Linear,Multimodal,63.9,32.4,72.6,41.4,49.2,2025-06-30
94501,94501,41.6,27.8,77.2,33.7,72.7,75.8,22.4,80.0,Spiritual,Analytical,Creative,Kinesthetic,58.8,11.9,41.3,33.1,22.7,2025-06-30
94502,94502,57.4,42.7,47.8,47.6,66.1,74.3,27.6,63.5,Mixed,Intuitive,Lateral,Kinesthetic,50.4,28.1,26.9,43.2,33.9,2025-06-30
94503,94503,11.8,30.5,80.2,24.9,97.3,74.9,31.8,59.8,Avoidance,Behavioral,Critical,Multimodal,31.5,41.0,39.9,18.9,34.2,2025-06-30
94504,94504,68.7,69.3,19.3,73.7,56.2,23.6,65.5,64.8,Emotion-focused,Conceptual,Critical,Auditory,56.6,55.9,10.0,68.7,68.0,2025-06-30
94505,94505,41.6,14.4,76.8,22.7,92.0,96.0,11.2,0.0,Social,Conceptual,Critical,Kinesthetic,38.1,17.4,46.2,44.8,28.7,2025-06-30
94506,94506,74.0,64.9,28.1,78.6,50.1,56.4,43.9,71.6,Avoidance,Behavioral,Critical,Reading/Writing,59.1,37.5,23.5,59.5,47.2,2025-06-30
94507,94507,56.2,70.3,38.6,54.6,55.4,64.7,36.2,46.0,Problem-focused,Directive,Systems,Multimodal,17.8,14.3,28.2,60.4,43.1,2025-06-30
94508,94508,34.4,40.3,66.2,53.7,73.8,63.1,43.4,59.1,Spiritual,Conceptual,Lateral,Multimodal,37.4,50.8,20.9,56.4,50.3,2025-06-30
94509,94509,36.9,38.4,78.0,39.8,81.7,73.9,21.4,34.9,Emotion-focused,Behavioral,Critical,Reading/Writing,40.3,76.7,25.2,43.0,50.6,2025-06-30
94510,94510,45.8,48.3,47.3,43.3,77.9,82.2,9.0,69.4,Avoidance,Conceptual,Linear,Multimodal,34.7,16.2,64.8,56.4,46.8,2025-06-30
94511,94511,97.9,78.5,15.9,77.9,42.5,38.4,53.3,13.8,Mixed,Behavioral,Linear,Visual,40.0,0.0,35.6,59.0,40.1,2025-06-30
94512,94512,62.5,70.5,26.5,65.7,74.7,38.0,47.6,61.6,Spiritual,Intuitive,Linear,Reading/Writing,35.0,44.9,69.6,42.1,42.7,2025-06-30
94513,94513,71.7,80.2,13.4,79.3,63.3,33.7,55.3,70.4,Avoidance,Intuitive,Linear,Visual,61.2,59.9,80.2,75.9,78.8,2025-06-30
94514,94514,56.0,64.5,56.2,49.8,52.9,45.0,36.7,40.0,Social,Conceptual,Linear,Kinesthetic,0.0,36.4,56.1,42.3,38.2,2025-06-30
94515,94515,50.7,45.3,61.6,52.7,78.3,68.6,42.0,40.4,Social,Intuitive,Linear,Reading/Writing,24.8,75.4,48.0,38.8,66.7,2025-06-30
94516,94516,37.9,66.7,74.8,55.1,85.5,66.5,28.5,77.3,Emotion-focused,Analytical,Creative,Reading/Writing,38.3,89.0,64.5,45.2,73.7,2025-06-30
94517,94517,61.8,69.8,35.1,68.3,49.5,28.0,59.3,16.6,Social,Conceptual,Lateral,Auditory,0.0,18.8,62.5,56.1,39.7,2025-06-30
94518,94518,43.1,33.9,46.1,47.8,57.4,61.3,38.1,31.7,Mixed,Intuitive,Lateral,Auditory,72.5,44.9,78.8,26.1,20.1,2025-06-30
94519,94519,33.3,45.9,56.5,45.2,63.5,67.4,40.9,20.7,Spiritual,Directive,Critical,Reading/Writing,50.1,41.0,75.6,42.9,51.8,2025-06-30
94520,94520,81.1,83.2,34.8,87.0,41.0,40.1,62.9,64.8,Mixed,Behavioral,Linear,Auditory,37.7,50.4,61.5,58.1,58.4,2025-06-30
94521,94521,44.5,60.1,40.9,56.5,49.9,41.9,35.8,71.7,Emotion-focused,Conceptual,Lateral,Reading/Writing,55.0,39.6,25.8,35.6,52.5,2025-06-30
94522,94522,45.6,50.8,67.3,40.8,76.8,72.2,33.3,38.2,Spiritual,Behavioral,Critical,Visual,14.3,30.0,39.0,27.4,31.9,2025-06-30
94523,94523,95.0,82.3,32.5,83.6,58.3,42.2,64.2,37.2,Problem-focused,Directive,Critical,Auditory,22.4,42.5,17.1,70.0,62.1,2025-06-30
94524,94524,75.1,61.5,43.4,66.5,59.7,63.7,41.0,16.0,Problem-focused,Behavioral,Critical,Multimodal,43.3,53.2,20.0,44.2,51.9,2025-06-30
94525,94525,38.1,44.1,61.4,45.7,60.6,71.0,20.5,26.1,Problem-focused,Analytical,Linear,Auditory,42.5,37.8,40.8,31.3,30.2,2025-06-30
94526,94526,44.7,45.8,54.4,47.4,76.2,85.6,23.2,49.5,Mixed,Behavioral,Critical,Reading/Writing,40.8,35.1,73.4,39.3,39.0,2025-06-30
94527,94527,34.8,42.5,75.9,37.8,87.4,85.8,16.6,48.4,Avoidance,Intuitive,Linear,Visual,31.6,28.8,65.0,38.1,37.1,2025-06-30
94528,94528,82.0,87.4,41.1,73.2,41.5,26.9,68.5,71.0,Problem-focused,Conceptual,Creative,Visual,24.6,48.2,65.7,57.9,65.3,2025-06-30
94529,94529,78.4,57.8,45.1,66.9,63.1,39.2,52.8,39.2,Mixed,Conceptual,Critical,Kinesthetic,56.7,57.0,88.3,55.2,48.0,2025-06-30
94530,94530,8.6,28.1,84.3,20.7,93.4,88.9,1.7,54.4,Avoidance,Directive,Linear,Kinesthetic,83.8,28.8,46.8,17.3,34.3,2025-06-30
94531,94531,54.8,49.0,40.3,55.6,55.0,52.2,40.2,66.5,Avoidance,Conceptual,Linear,Multimodal,3.0,62.1,11.0,38.0,51.8,2025-06-30
94532,94532,46.1,60.1,51.8,49.6,69.9,77.1,24.4,36.5,Avoidance,Conceptual,Creative,Reading/Writing,32.7,44.7,78.0,47.4,34.9,2025-06-30
94533,94533,65.9,56.1,49.7,59.6,53.1,71.7,37.8,91.2,Spiritual,Conceptual,Creative,Kinesthetic,25.3,42.3,56.8,58.6,49.9,2025-06-30
94534,94534,35.8,63.4,38.3,60.3,50.3,67.4,41.2,48.4,Mixed,Conceptual,Linear,Auditory,60.2,61.6,42.3,65.7,63.7,2025-06-30
94535,94535,33.0,40.5,47.7,41.8,52.6,92.2,22.6,77.3,Emotion-focused,Analytical,Creative,Kinesthetic,59.5,3.2,75.0,29.0,18.4,2025-06-30
94536,94536,69.8,54.7,47.6,63.5,51.9,48.0,43.6,64.9,Avoidance,Directive,Creative,Reading/Writing,6.3,53.7,36.8,37.8,58.5,2025-06-30
94537,94537,45.6,42.5,59.3,43.5,85.4,83.9,17.3,68.8,Emotion-focused,Analytical,Lateral,Kinesthetic,45.4,31.9,63.0,36.0,37.9,2025-06-30
94538,94538,55.9,41.1,52.4,55.5,71.3,77.9,25.0,59.7,Problem-focused,Behavioral,Critical,Auditory,56.9,84.3,69.1,40.2,70.1,2025-06-30
94539,94539,71.8,69.9,36.9,62.8,66.6,63.6,42.8,37.8,Problem-focused,Conceptual,Lateral,Multimodal,51.9,37.8,75.2,46.2,35.9,2025-06-30
94540,94540,59.9,45.3,40.2,55.0,58.3,67.6,26.5,52.5,Avoidance,Behavioral,Lateral,Visual,38.5,14.1,28.1,47.7,26.3,2025-06-30
94541,94541,15.9,29.6,76.5,30.0,76.7,92.8,18.1,37.8,Spiritual,Analytical,Systems,Multimodal,31.9,64.0,26.9,43.2,50.1,2025-06-30
94542,94542,53.8,55.9,54.6,62.7,72.1,50.1,51.9,41.4,Avoidance,Behavioral,Creative,Kinesthetic,32.2,9.0,69.1,64.5,30.4,2025-06-30
94543,94543,48.9,44.7,66.7,49.6,68.4,67.7,29.2,84.7,Social,Directive,Creative,Kinesthetic,38.3,31.4,54.5,50.0,41.8,2025-06-30
94544,94544,65.3,86.9,30.4,70.5,46.7,49.7,61.2,61.0,Problem-focused,Intuitive,Systems,Multimodal,34.8,49.1,17.8,63.5,54.4,2025-06-30
94545,94545,45.6,31.2,55.7,41.2,69.9,67.2,33.7,8.4,Problem-focused,Analytical,Linear,Multimodal,46.3,44.0,49.8,40.6,41.9,2025-06-30
94546,94546,41.7,52.2,66.6,50.2,100.0,66.0,29.5,55.9,Mixed,Intuitive,Linear,Visual,17.4,28.8,59.5,28.5,32.0,2025-06-30
94547,94547,85.2,60.6,41.1,69.9,37.0,52.8,44.2,62.9,Spiritual,Conceptual,Linear,Reading/Writing,33.3,31.2,61.9,64.5,35.1,2025-06-30
94548,94548,46.2,39.3,49.6,47.3,66.1,81.7,32.7,43.6,Mixed,Directive,Critical,Multimodal,44.2,65.7,22.9,54.3,44.2,2025-06-30
94549,94549,35.2,39.6,56.2,39.1,65.0,71.2,32.2,61.6,Spiritual,Directive,Lateral,Multimodal,28.9,28.7,77.7,31.9,40.9,2025-06-30
94550,94550,34.0,54.8,59.5,45.5,92.3,52.8,41.5,65.6,Social,Behavioral,Linear,Auditory,41.5,48.2,59.0,57.7,49.9,2025-06-30
94551,94551,73.0,73.7,35.2,64.8,55.4,43.7,55.6,14.0,Problem-focused,Conceptual,Linear,Visual,37.4,46.5,35.2,46.1,53.9,2025-06-30
94552,94552,59.6,59.5,50.5,55.8,59.2,65.7,34.8,13.9,Mixed,Conceptual,Critical,Multimodal,36.0,50.4,32.1,43.0,55.6,2025-06-30
94553,94553,44.4,44.9,72.9,47.2,59.4,69.9,18.1,58.9,Mixed,Conceptual,Systems,Multimodal,22.9,49.5,75.7,49.3,37.5,2025-06-30
94554,94554,54.6,41.1,67.6,41.5,68.7,73.4,28.6,64.8,Avoidance,Analytical,Creative,Reading/Writing,5.2,53.2,70.8,39.1,43.0,2025-06-30
94555,94555,46.9,34.9,72.2,35.0,66.9,87.7,20.5,54.5,Emotion-focused,Intuitive,Lateral,Kinesthetic,39.8,48.8,43.5,25.1,38.7,2025-06-30
94556,94556,38.6,33.5,56.6,32.5,69.8,62.0,16.7,51.7,Social,Directive,Critical,Multimodal,29.5,42.9,48.4,31.7,39.3,2025-06-30
94557,94557,60.2,53.8,43.7,56.4,67.1,69.2,23.8,34.0,Avoidance,Conceptual,Critical,Kinesthetic,33.1,78.4,62.8,59.8,72.0,2025-06-30
94558,94558,39.5,59.7,50.6,57.1,54.0,60.2,37.3,24.3,Emotion-focused,Directive,Critical,Multimodal,73.7,67.1,63.4,36.8,52.3,2025-06-30
94559,94559,45.2,28.5,74.3,39.5,68.6,91.2,11.6,61.2,Spiritual,Intuitive,Linear,Auditory,59.7,19.9,39.2,36.5,30.5,2025-06-30
94560,94560,60.1,71.2,29.6,68.6,78.4,44.5,43.8,94.4,Spiritual,Directive,Lateral,Multimodal,30.5,50.4,32.9,67.2,70.5,2025-06-30
94561,94561,56.1,53.8,34.3,57.7,46.2,64.8,34.4,48.1,Emotion-focused,Behavioral,Lateral,Kinesthetic,67.5,37.9,67.6,42.0,53.8,2025-06-30
94562,94562,70.3,58.7,41.0,60.5,83.6,77.7,37.7,25.1,Avoidance,Behavioral,Lateral,Auditory,61.0,50.5,34.7,60.3,35.7,2025-06-30
94563,94563,74.9,65.3,43.4,66.2,71.1,45.8,56.0,43.9,Spiritual,Directive,Linear,Kinesthetic,0.0,34.9,85.8,46.5,52.9,2025-06-30
94564,94564,46.1,51.2,70.5,45.7,66.7,73.1,31.2,46.1,Avoidance,Intuitive,Creative,Multimodal,6.9,28.5,43.4,21.2,42.2,2025-06-30
94565,94565,66.5,58.1,67.1,57.0,59.7,77.5,29.6,65.7,Spiritual,Behavioral,Critical,Multimodal,57.8,18.7,40.5,28.7,45.7,2025-06-30
94566,94566,61.0,52.1,43.3,71.5,75.2,56.6,39.6,43.0,Problem-focused,Conceptual,Lateral,Visual,33.6,37.3,80.6,63.0,28.7,2025-06-30
94567,94567,26.0,19.8,76.3,29.2,100.0,90.1,2.9,45.1,Avoidance,Conceptual,Critical,Kinesthetic,15.1,55.8,24.5,25.7,29.2,2025-06-30
94568,94568,50.1,50.4,66.2,51.1,64.0,73.8,35.9,59.1,Spiritual,Behavioral,Creative,Visual,72.7,51.4,90.3,50.9,39.0,2025-06-30
94569,94569,28.4,24.6,79.5,34.2,100.0,63.6,21.1,33.0,Mixed,Conceptual,Lateral,Visual,22.9,61.0,61.0,38.2,43.1,2025-06-30
94570,94570,31.5,24.7,74.7,28.1,65.3,77.3,16.6,59.5,Problem-focused,Analytical,Creative,Kinesthetic,46.5,30.3,29.2,23.9,28.0,2025-06-30
94571,94571,40.9,31.6,73.9,42.0,72.5,100.0,19.0,45.7,Emotion-focused,Behavioral,Systems,Multimodal,10.2,12.5,37.1,39.1,12.9,2025-06-30
94572,94572,37.5,31.9,72.2,31.2,93.6,94.8,15.9,30.4,Spiritual,Analytical,Systems,Kinesthetic,16.9,45.8,43.6,31.3,43.5,2025-06-30
94573,94573,24.5,23.5,83.8,28.0,97.7,85.0,2.4,48.4,Spiritual,Directive,Critical,Multimodal,72.3,39.4,37.2,21.9,34.6,2025-06-30
94574,94574,53.4,70.9,29.8,61.1,68.4,58.7,38.7,86.2,Mixed,Behavioral,Linear,Reading/Writing,45.4,42.1,43.3,48.8,39.8,2025-06-30
94575,94575,49.9,47.1,50.3,52.8,79.0,55.4,41.4,47.5,Emotion-focused,Intuitive,Systems,Auditory,81.3,34.0,71.2,48.7,49.8,2025-06-30
94576,94576,75.0,55.0,34.0,66.8,38.5,59.0,40.3,41.6,Mixed,Behavioral,Critical,Auditory,20.2,42.0,34.2,50.0,55.1,2025-06-30
94577,94577,19.7,36.2,66.0,36.4,76.2,82.8,17.5,55.0,Emotion-focused,Behavioral,Lateral,Multimodal,47.8,31.8,33.3,32.4,26.9,2025-06-30
94578,94578,31.5,44.7,51.7,41.0,60.9,70.9,34.4,38.3,Mixed,Directive,Critical,Visual,21.8,62.1,48.8,40.1,26.2,2025-06-30
94579,94579,49.6,64.0,47.8,64.0,73.8,73.1,34.5,58.3,Mixed,Analytical,Linear,Visual,12.5,40.6,53.1,22.9,47.8,2025-06-30
94580,94580,57.5,63.5,41.8,64.0,47.3,66.5,40.5,44.8,Avoidance,Intuitive,Systems,Reading/Writing,55.2,71.7,30.4,68.9,61.9,2025-06-30
94581,94581,54.6,55.4,61.5,52.2,68.9,86.4,14.1,34.5,Problem-focused,Analytical,Critical,Reading/Writing,25.7,14.1,39.1,44.5,31.0,2025-06-30
94582,94582,40.3,30.7,87.8,35.1,93.9,73.0,30.6,49.1,Emotion-focused,Directive,Critical,Multimodal,17.3,16.5,86.2,32.8,32.0,2025-06-30
94583,94583,26.5,32.5,82.1,40.6,73.3,69.0,18.7,69.3,Spiritual,Conceptual,Critical,Auditory,43.4,49.6,53.1,30.2,44.1,2025-06-30
94584,94584,54.0,78.4,43.8,67.6,61.2,52.0,46.5,68.0,Emotion-focused,Directive,Linear,Auditory,48.0,47.7,47.6,66.7,63.1,2025-06-30
94585,94585,35.5,32.6,69.3,34.1,73.5,84.9,15.9,60.3,Social,Directive,Critical,Reading/Writing,10.6,68.1,15.6,39.5,46.6,2025-06-30
94586,94586,60.4,65.4,32.2,61.1,57.4,68.3,29.9,51.8,Avoidance,Behavioral,Critical,Multimodal,56.3,50.4,57.3,46.4,47.1,2025-06-30
94587,94587,36.4,41.8,64.5,43.2,83.5,58.3,38.9,66.3,Mixed,Intuitive,Systems,Kinesthetic,60.6,49.7,39.6,40.3,32.7,2025-06-30
94588,94588,99.4,70.6,23.2,79.2,28.7,9.2,75.9,55.1,Mixed,Intuitive,Systems,Auditory,38.9,28.0,44.1,51.9,54.2,2025-06-30
94589,94589,67.0,66.7,43.9,67.4,61.3,66.7,30.4,52.6,Avoidance,Intuitive,Critical,Kinesthetic,61.8,69.3,30.7,68.3,65.5,2025-06-30
94590,94590,70.3,72.7,37.8,64.3,55.2,61.8,39.1,91.7,Social,Conceptual,Linear,Kinesthetic,0.9,34.5,0.0,54.6,48.9,2025-06-30
94591,94591,42.2,57.0,63.0,48.6,88.6,60.5,33.6,10.8,Social,Directive,Lateral,Multimodal,57.4,45.4,45.4,18.0,49.6,2025-06-30
94592,94592,62.8,80.0,37.4,69.1,59.4,38.2,59.9,35.2,Avoidance,Directive,Linear,Multimodal,40.1,72.9,24.2,58.2,78.8,2025-06-30
94593,94593,31.5,46.0,70.5,39.4,81.7,64.8,27.3,72.4,Problem-focused,Conceptual,Lateral,Multimodal,44.2,28.4,46.4,21.8,35.5,2025-06-30
94594,94594,47.1,38.9,56.0,44.9,97.0,77.7,12.3,64.4,Avoidance,Intuitive,Lateral,Reading/Writing,56.5,32.4,28.9,55.6,27.6,2025-06-30
94595,94595,72.4,61.8,19.8,71.6,77.6,53.4,38.7,55.6,Emotion-focused,Analytical,Creative,Multimodal,50.5,67.7,33.6,68.8,65.2,2025-06-30
94596,94596,83.4,88.3,24.1,81.8,47.5,37.3,68.4,76.7,Avoidance,Intuitive,Creative,Kinesthetic,55.6,28.4,55.9,38.4,71.1,2025-06-30
94597,94597,68.2,68.8,38.4,75.5,55.3,41.0,69.7,57.0,Problem-focused,Intuitive,Systems,Multimodal,37.3,38.5,37.5,57.5,39.3,2025-06-30
94598,94598,50.6,67.1,57.7,56.6,60.3,66.9,21.9,24.5,Avoidance,Intuitive,Linear,Auditory,12.7,43.1,55.7,44.7,41.0,2025-06-30
94599,94599,65.5,46.3,50.1,47.3,63.3,38.5,51.4,55.5,Emotion-focused,Behavioral,Systems,Auditory,28.9,20.1,19.8,45.4,49.6,2025-06-30
94600,94600,22.7,43.8,68.2,45.6,85.6,64.6,38.2,68.8,Problem-focused,Conceptual,Creative,Visual,42.1,40.6,34.8,25.5,44.8,2025-06-30
94601,94601,42.2,30.4,65.3,49.6,79.9,52.2,32.8,91.7,Emotion-focused,Behavioral,Lateral,Visual,30.1,27.2,56.9,44.9,30.8,2025-06-30
94602,94602,62.7,53.2,44.4,66.5,53.8,48.6,55.9,78.2,Emotion-focused,Conceptual,Systems,Multimodal,21.1,5.3,58.8,48.7,32.6,2025-06-30
94603,94603,36.5,58.2,49.9,51.0,59.0,80.0,31.3,28.0,Spiritual,Analytical,Systems,Visual,43.4,55.7,86.8,35.0,44.7,2025-06-30
94604,94604,34.6,50.2,48.6,49.1,54.3,67.9,32.6,55.2,Mixed,Analytical,Creative,Multimodal,38.8,38.1,64.4,32.6,40.8,2025-06-30
94605,94605,42.1,47.9,39.2,68.7,54.0,69.6,27.5,36.6,Spiritual,Behavioral,Systems,Visual,22.7,44.7,41.3,63.5,53.5,2025-06-30
94606,94606,46.6,52.9,46.2,55.7,70.6,68.1,39.3,31.2,Problem-focused,Analytical,Critical,Multimodal,50.2,25.2,41.7,52.1,40.8,2025-06-30
94607,94607,48.5,52.6,45.2,57.7,75.8,56.9,35.8,44.7,Avoidance,Conceptual,Lateral,Visual,19.0,45.3,42.7,51.1,42.9,2025-06-30
94608,94608,74.9,87.7,24.1,78.0,66.8,30.8,58.1,59.9,Emotion-focused,Intuitive,Systems,Multimodal,14.0,2.3,38.2,35.3,39.7,2025-06-30
94609,94609,27.4,18.2,75.1,29.7,59.8,69.4,14.5,50.2,Problem-focused,Behavioral,Critical,Auditory,46.3,30.4,71.0,10.5,29.3,2025-06-30
94610,94610,65.6,46.8,59.7,52.4,76.4,35.1,49.3,39.6,Mixed,Conceptual,Systems,Reading/Writing,32.4,36.5,41.0,53.2,48.6,2025-06-30
94611,94611,37.2,21.7,67.0,36.8,97.7,73.0,29.9,66.4,Spiritual,Intuitive,Creative,Multimodal,35.8,54.3,60.5,60.3,41.5,2025-06-30
94612,94612,67.5,61.2,44.0,60.1,59.8,60.6,38.7,0.6,Mixed,Intuitive,Linear,Visual,45.1,19.0,46.4,40.0,24.8,2025-06-30
94613,94613,45.3,48.9,43.2,44.7,81.8,65.2,29.4,68.5,Social,Directive,Creative,Auditory,36.0,36.6,57.6,30.1,45.3,2025-06-30
94614,94614,85.9,82.2,24.4,77.8,62.1,27.7,70.8,16.3,Problem-focused,Intuitive,Creative,Reading/Writing,64.8,58.4,48.0,61.2,63.8,2025-06-30
94615,94615,42.5,69.1,50.5,58.6,74.4,75.1,16.9,56.3,Problem-focused,Directive,Linear,Visual,37.5,45.7,62.4,66.2,44.2,2025-06-30
94616,94616,40.4,35.3,56.0,49.0,53.7,66.8,31.7,64.6,Mixed,Directive,Linear,Auditory,34.2,76.5,52.0,39.4,56.0,2025-06-30
94617,94617,38.0,54.7,67.9,51.5,57.2,75.6,20.0,37.1,Problem-focused,Conceptual,Systems,Kinesthetic,47.8,32.7,81.6,47.2,49.3,2025-06-30
94618,94618,88.3,82.2,44.4,74.8,59.4,46.8,49.2,63.3,Social,Analytical,Linear,Visual,31.1,11.1,49.9,54.8,43.6,2025-06-30
94619,94619,72.1,60.6,45.1,58.1,50.7,69.9,30.0,27.6,Problem-focused,Directive,Critical,Multimodal,11.1,17.5,27.9,46.7,45.5,2025-06-30
94620,94620,81.1,68.7,53.0,67.4,67.0,54.8,41.1,45.3,Emotion-focused,Conceptual,Linear,Reading/Writing,29.5,20.4,66.9,60.7,47.3,2025-06-30
94621,94621,69.7,61.4,31.8,58.3,78.7,70.0,42.1,53.8,Social,Conceptual,Creative,Reading/Writing,19.9,51.9,55.2,81.4,58.0,2025-06-30
94622,94622,25.3,23.0,63.2,34.0,71.3,77.9,30.6,66.1,Emotion-focused,Intuitive,Critical,Reading/Writing,53.0,43.0,58.9,21.4,12.0,2025-06-30
94623,94623,53.9,37.9,79.2,31.2,79.3,67.0,11.9,37.9,Emotion-focused,Conceptual,Linear,Auditory,55.0,52.9,22.3,59.1,50.1,2025-06-30
94624,94624,49.5,61.4,43.1,67.7,51.5,60.8,44.4,56.4,Spiritual,Analytical,Systems,Kinesthetic,22.8,26.9,91.3,54.6,43.3,2025-06-30
94625,94625,53.2,26.7,89.6,31.6,92.7,90.0,20.0,74.2,Spiritual,Conceptual,Systems,Reading/Writing,51.7,42.9,75.9,43.0,26.7,2025-06-30
94626,94626,78.5,66.0,38.7,62.7,37.4,50.6,53.8,54.4,Spiritual,Analytical,Critical,Visual,26.3,31.6,68.8,65.0,55.5,2025-06-30
94627,94627,54.6,36.0,35.6,43.3,72.9,74.3,25.7,75.9,Avoidance,Directive,Lateral,Visual,48.8,55.2,59.5,46.4,53.7,2025-06-30
94628,94628,76.9,67.0,29.5,78.8,57.7,36.8,50.5,62.3,Mixed,Conceptual,Linear,Multimodal,29.9,40.7,51.3,55.2,40.5,2025-06-30
94629,94629,58.2,63.3,49.6,61.6,38.5,52.7,51.5,35.1,Mixed,Conceptual,Critical,Visual,53.6,57.3,78.2,69.6,78.0,2025-06-30
94630,94630,46.7,45.4,61.1,61.5,70.6,59.2,44.2,46.5,Mixed,Analytical,Lateral,Auditory,42.9,43.3,41.5,35.2,42.2,2025-06-30
94631,94631,27.9,28.9,84.4,27.4,90.8,67.5,24.7,70.4,Mixed,Conceptual,Systems,Kinesthetic,31.1,54.9,40.0,34.7,39.6,2025-06-30
94632,94632,55.2,46.9,77.3,37.2,85.7,63.7,26.4,56.2,Emotion-focused,Directive,Lateral,Auditory,42.0,59.8,47.9,46.4,48.0,2025-06-30
94633,94633,94.6,78.7,14.3,84.7,46.6,32.7,61.7,58.9,Mixed,Conceptual,Systems,Multimodal,24.2,39.8,77.6,49.7,56.6,2025-06-30
94634,94634,26.8,28.9,62.7,48.1,80.1,83.2,13.1,68.4,Social,Directive,Lateral,Kinesthetic,0.0,38.3,62.3,40.0,36.8,2025-06-30
94635,94635,53.6,57.7,47.3,56.0,68.9,59.6,35.4,81.5,Avoidance,Analytical,Lateral,Auditory,37.0,42.9,34.2,25.8,44.5,2025-06-30
94636,94636,48.2,50.1,62.8,45.9,72.0,74.0,17.6,29.9,Avoidance,Analytical,Systems,Multimodal,31.0,18.0,32.1,37.7,28.2,2025-06-30
94637,94637,31.9,36.6,53.1,35.1,86.3,88.7,8.3,56.2,Social,Behavioral,Critical,Multimodal,21.4,47.9,46.4,49.3,40.7,2025-06-30
94638,94638,42.3,38.8,63.8,44.2,71.9,51.7,45.2,74.6,Avoidance,Analytical,Linear,Auditory,7.9,41.5,12.3,46.7,25.6,2025-06-30
94639,94639,65.8,66.3,35.3,65.4,64.9,46.7,45.4,48.7,Mixed,Intuitive,Systems,Auditory,63.6,50.5,69.9,65.5,68.5,2025-06-30
94640,94640,49.3,56.0,39.7,44.1,76.1,66.6,32.6,59.4,Social,Directive,Creative,Visual,60.5,70.5,45.6,36.7,65.2,2025-06-30
94641,94641,75.4,63.4,43.4,65.2,68.2,46.9,51.1,41.0,Emotion-focused,Directive,Systems,Visual,60.9,3.0,64.8,50.2,28.1,2025-06-30
94642,94642,51.1,53.1,47.2,45.8,89.5,78.7,35.9,46.7,Spiritual,Directive,Lateral,Reading/Writing,44.1,49.2,54.7,43.2,46.5,2025-06-30
94643,94643,51.0,53.2,77.2,51.1,77.4,56.9,43.1,73.0,Problem-focused,Conceptual,Lateral,Visual,40.6,30.1,71.1,42.6,42.9,2025-06-30
94644,94644,21.3,48.0,57.0,40.5,100.0,81.8,19.9,68.3,Mixed,Conceptual,Systems,Kinesthetic,21.7,29.7,33.5,34.2,26.3,2025-06-30
94645,94645,69.1,62.7,34.5,54.4,50.8,84.2,24.9,51.1,Spiritual,Intuitive,Lateral,Multimodal,59.1,54.6,46.8,55.1,54.9,2025-06-30
94646,94646,58.4,57.4,22.3,62.2,58.5,42.6,53.6,75.6,Avoidance,Conceptual,Creative,Visual,24.3,37.1,49.2,48.1,61.7,2025-06-30
94647,94647,41.0,55.1,68.4,41.5,89.7,67.7,27.6,37.3,Spiritual,Directive,Creative,Kinesthetic,43.0,41.1,12.8,43.3,45.7,2025-06-30
94648,94648,61.6,87.4,23.0,67.2,69.3,68.0,37.9,40.8,Avoidance,Intuitive,Linear,Auditory,42.3,33.3,39.9,69.3,51.2,2025-06-30
94649,94649,67.8,64.3,50.1,67.8,39.8,51.9,51.0,66.7,Avoidance,Conceptual,Critical,Kinesthetic,10.8,49.9,66.5,64.3,60.1,2025-06-30
94650,94650,25.5,33.3,57.7,30.8,66.6,80.2,19.2,45.8,Problem-focused,Conceptual,Lateral,Multimodal,17.6,33.5,46.4,31.2,31.7,2025-06-30
94651,94651,46.5,32.4,58.9,41.8,59.7,100.0,6.4,47.2,Emotion-focused,Conceptual,Systems,Multimodal,25.5,9.3,78.6,16.0,33.5,2025-06-30
94652,94652,56.0,62.0,34.3,58.6,84.1,64.2,37.4,16.8,Social,Directive,Systems,Kinesthetic,16.7,36.7,56.9,44.0,47.4,2025-06-30
